order_id,late_delivery_risk,late_delivery_probability,order_date,shipping_date,revenue,order_profit_per_order,delivery_timing_group,shipping_mode,order_region,market,customer_segment,days_for_shipping_real,days_for_shipment_scheduled,shipping_delay_days,quantity,unique_products,unique_categories,order_lines,loss_flag,prediction_030,prediction_040,risk_level,prediction_result_030,prediction_result_040,revenue_at_risk_030,revenue_at_risk_040,profit_at_risk_030,profit_at_risk_040,recommended_action
64405,1,0.3785663036715499,2017-07-29 03:35:00,2017-08-04 03:35:00,530.02001192,135.720000754,Late,Standard Class,Western Europe,Europe,Corporate,6,4,2,4,3,3,3,0,1,0,Watch,True Positive,False Negative,530.02001192,0.0,135.720000754,0.0,Review if Capacity Allows
64406,1,0.9537933181521356,2017-07-29 03:56:00,2017-07-31 03:56:00,1092.4099884,-114.80998995,Late,First Class,Western Europe,Europe,Home Office,2,1,1,8,4,4,5,1,1,1,Critical,True Positive,True Positive,1092.4099884,1092.4099884,-114.80998995,-114.80998995,Immediate Intervention
64408,1,0.9493728911351588,2017-07-29 04:38:00,2017-07-31 04:38:00,545.10999683,216.5700016,Late,First Class,Northern Europe,Europe,Consumer,2,1,1,9,4,4,4,0,1,1,Critical,True Positive,True Positive,545.10999683,545.10999683,216.5700016,216.5700016,Immediate Intervention
64409,1,0.9547114563477144,2017-07-29 04:59:00,2017-07-31 04:59:00,163.7700043,-278.4100037,Late,First Class,Western Europe,Europe,Consumer,2,1,1,3,1,1,1,1,1,1,Critical,True Positive,True Positive,163.7700043,163.7700043,-278.4100037,-278.4100037,Immediate Intervention
64410,1,0.9502426159425263,2017-07-29 05:20:00,2017-07-31 05:20:00,424.9099884,9.869999889,Late,First Class,Southern Europe,Europe,Home Office,2,1,1,5,2,2,2,0,1,1,Critical,True Positive,True Positive,424.9099884,424.9099884,9.869999889,9.869999889,Immediate Intervention
64412,1,0.9539326254328836,2017-07-29 06:02:00,2017-07-31 06:02:00,667.1500092,223.71999741,Late,First Class,Western Europe,Europe,Consumer,2,1,1,6,3,3,3,0,1,1,Critical,True Positive,True Positive,667.1500092,667.1500092,223.71999741,223.71999741,Immediate Intervention
64413,0,0.271934321115666,2017-07-29 06:23:00,2017-08-02 06:23:00,363.980011,113.9300003,On Time,Standard Class,Western Europe,Europe,Consumer,4,4,0,1,1,1,1,0,0,0,Low,True Negative,True Negative,0.0,0.0,0.0,0.0,Standard Monitoring
64414,1,0.3810919305624485,2017-07-29 06:44:00,2017-08-03 06:44:00,444.76000978,135.650002438,Late,Standard Class,Western Europe,Europe,Consumer,5,4,1,3,2,2,2,0,1,0,Watch,True Positive,False Negative,444.76000978,0.0,135.650002438,0.0,Review if Capacity Allows
64416,0,0.7644936559826004,2017-07-29 07:26:00,2017-07-31 07:26:00,251.9799957,115.9100037,On Time,Second Class,Western Europe,Europe,Corporate,2,2,0,1,1,1,1,0,1,1,Critical,False Positive,False Positive,251.9799957,251.9799957,115.9100037,115.9100037,Immediate Intervention
64417,1,0.762971819850727,2017-07-29 07:47:00,2017-08-01 07:47:00,1107.159996,224.43000412,Late,Second Class,Western Europe,Europe,Consumer,3,2,1,15,3,3,5,0,1,1,Critical,True Positive,True Positive,1107.159996,1107.159996,224.43000412,224.43000412,Immediate Intervention
64419,1,0.6505930130344777,2017-07-29 08:29:00,2017-08-03 08:29:00,489.5500107,-5.0,Late,Second Class,Southern Europe,Europe,Consumer,5,2,3,4,2,2,2,1,1,1,High,True Positive,True Positive,489.5500107,489.5500107,-5.0,-5.0,Priority Review
64420,1,0.7458914429685006,2017-07-29 08:50:00,2017-08-04 08:50:00,979.8500061,155.399998183,Late,Second Class,Northern Europe,Europe,Consumer,6,2,4,8,4,4,4,0,1,1,Critical,True Positive,True Positive,979.8500061,979.8500061,155.399998183,155.399998183,Immediate Intervention
64421,0,0.7426798425352331,2017-07-29 09:11:00,2017-07-31 09:11:00,427.480011,196.57000158,On Time,Second Class,Northern Europe,Europe,Home Office,2,2,0,2,2,2,2,0,1,1,Critical,False Positive,False Positive,427.480011,427.480011,196.57000158,196.57000158,Immediate Intervention
64422,1,0.7418631623320164,2017-07-29 09:32:00,2017-08-01 09:32:00,988.29000859,310.280000697,Late,Second Class,Northern Europe,Europe,Consumer,3,2,1,12,4,4,5,0,1,1,Critical,True Positive,True Positive,988.29000859,988.29000859,310.280000697,310.280000697,Immediate Intervention
64424,1,0.7674117778309172,2017-07-29 10:14:00,2017-08-03 10:14:00,285.32999800000005,70.72999955,Late,Second Class,Western Europe,Europe,Corporate,5,2,3,6,3,3,3,0,1,1,Critical,True Positive,True Positive,285.32999800000005,285.32999800000005,70.72999955,70.72999955,Immediate Intervention
64425,1,0.2614468687349447,2017-07-29 10:35:00,2017-08-04 10:35:00,677.8399887,173.20999908000002,Late,Standard Class,Southern Europe,Europe,Home Office,6,4,2,9,4,4,4,0,0,0,Low,False Negative,False Negative,0.0,0.0,0.0,0.0,Standard Monitoring
64426,0,0.2559495699140753,2017-07-29 10:56:00,2017-07-31 10:56:00,722.0100173,325.13999178,Early,Standard Class,Southern Europe,Europe,Consumer,2,4,-2,9,3,3,3,0,0,0,Low,True Negative,True Negative,0.0,0.0,0.0,0.0,Standard Monitoring
64428,0,0.3803865170197083,2017-07-29 11:38:00,2017-08-02 11:38:00,740.4400253599999,206.929996498,On Time,Standard Class,Western Europe,Europe,Consumer,4,4,0,4,4,4,4,0,1,0,Watch,False Positive,True Negative,740.4400253599999,0.0,206.929996498,0.0,Review if Capacity Allows
64429,1,0.3742957509425154,2017-07-29 11:59:00,2017-08-03 11:59:00,148.5,37.13000107,Late,Standard Class,Western Europe,Europe,Consumer,5,4,1,3,1,1,1,0,1,0,Watch,True Positive,False Negative,148.5,0.0,37.13000107,0.0,Review if Capacity Allows
64431,0,0.274769005664896,2017-07-29 12:41:00,2017-07-31 12:41:00,832.9000091,349.77000431,Early,Standard Class,Western Europe,Europe,Consumer,2,4,-2,12,4,4,4,0,0,0,Low,True Negative,True Negative,0.0,0.0,0.0,0.0,Standard Monitoring
64432,0,0.2709938854669442,2017-07-29 13:02:00,2017-08-01 13:02:00,675.4500122,-68.33000190000001,Early,Standard Class,Western Europe,Europe,Consumer,3,4,-1,4,2,2,2,1,0,0,Low,True Negative,True Negative,0.0,0.0,0.0,0.0,Standard Monitoring
64434,1,0.9495002177308332,2017-07-29 13:44:00,2017-07-31 13:44:00,107.9899979,41.04000092,Late,First Class,Southern Europe,Europe,Consumer,2,1,1,1,1,1,1,0,1,1,Critical,True Positive,True Positive,107.9899979,107.9899979,41.04000092,41.04000092,Immediate Intervention
64436,1,0.9480748621249064,2017-07-29 14:27:00,2017-07-31 14:27:00,705.980011,282.11000539,Late,First Class,Northern Europe,Europe,Consumer,2,1,1,8,2,2,3,0,1,1,Critical,True Positive,True Positive,705.980011,705.980011,282.11000539,282.11000539,Immediate Intervention
64437,0,0.2496152225504369,2017-07-29 14:48:00,2017-08-01 14:48:00,969.88001256,45.400000561000006,Early,Standard Class,Northern Europe,Europe,Consumer,3,4,-1,10,4,4,5,0,0,0,Low,True Negative,True Negative,0.0,0.0,0.0,0.0,Standard Monitoring
64438,0,0.3695345650227732,2017-07-29 15:09:00,2017-08-02 15:09:00,1366.9100037,482.32000731,On Time,Standard Class,Western Europe,Europe,Corporate,4,4,0,7,3,3,4,0,1,0,Watch,False Positive,True Negative,1366.9100037,0.0,482.32000731,0.0,Review if Capacity Allows
64440,0,0.268939322350945,2017-07-29 15:51:00,2017-08-04 15:51:00,1001.92002106,-312.61999324000004,Canceled,Standard Class,Western Europe,Europe,Corporate,6,4,2,7,3,3,4,1,0,0,Low,True Negative,True Negative,0.0,0.0,0.0,0.0,Standard Monitoring
64441,0,0.2805043009205105,2017-07-29 16:12:00,2017-07-31 16:12:00,857.63001633,258.529999083,Early,Standard Class,Western Europe,Europe,Home Office,2,4,-2,6,5,5,5,0,0,0,Low,True Negative,True Negative,0.0,0.0,0.0,0.0,Standard Monitoring
64443,0,0.3808033518901214,2017-07-29 16:54:00,2017-08-02 16:54:00,855.88001634,127.700000286,On Time,Standard Class,Western Europe,Europe,Corporate,4,4,0,10,5,5,5,0,1,0,Watch,False Positive,True Negative,855.88001634,0.0,127.700000286,0.0,Review if Capacity Allows
64444,1,0.3737028893606363,2017-07-29 17:15:00,2017-08-03 17:15:00,718.45001986,87.509999276,Late,Standard Class,Western Europe,Europe,Consumer,5,4,1,3,3,3,3,0,1,0,Watch,True Positive,False Negative,718.45001986,0.0,87.509999276,0.0,Review if Capacity Allows
64445,1,0.3759873787769235,2017-07-29 17:36:00,2017-08-04 17:36:00,800.63999942,210.150000095,Late,Standard Class,Western Europe,Europe,Home Office,6,4,2,13,3,3,5,0,1,0,Watch,True Positive,False Negative,800.63999942,0.0,210.150000095,0.0,Review if Capacity Allows
64446,0,0.3790792052768352,2017-07-29 17:57:00,2017-07-31 17:57:00,790.3900146,-303.08000086000004,Early,Standard Class,Western Europe,Europe,Consumer,2,4,-2,7,4,4,4,1,1,0,Watch,False Positive,True Negative,790.3900146,0.0,-303.08000086000004,0.0,Review if Capacity Allows
64447,0,0.3739391309999853,2017-07-29 18:18:00,2017-08-01 18:18:00,744.09000784,-212.95999907,Early,Standard Class,Western Europe,Europe,Home Office,3,4,-1,12,3,3,5,1,1,0,Watch,False Positive,True Negative,744.09000784,0.0,-212.95999907,0.0,Review if Capacity Allows
64450,1,0.2549497961378593,2017-07-29 19:21:00,2017-08-04 19:21:00,347.980011,26.10000038,Late,Standard Class,Southern Europe,Europe,Consumer,6,4,2,1,1,1,1,0,0,0,Low,False Negative,False Negative,0.0,0.0,0.0,0.0,Standard Monitoring
64451,0,0.3752003132906343,2017-07-29 19:42:00,2017-07-31 19:42:00,525.93001174,226.77999589,Early,Standard Class,Western Europe,Europe,Consumer,2,4,-2,6,2,2,2,0,1,0,Watch,False Positive,True Negative,525.93001174,0.0,226.77999589,0.0,Review if Capacity Allows
64452,0,0.3793117806621234,2017-07-29 20:03:00,2017-08-01 20:03:00,712.4700050399999,199.720003565,Early,Standard Class,Western Europe,Europe,Corporate,3,4,-1,8,3,3,4,0,1,0,Watch,False Positive,True Negative,712.4700050399999,0.0,199.720003565,0.0,Review if Capacity Allows
64453,0,0.2723708437808003,2017-07-29 20:24:00,2017-08-02 20:24:00,525.1500092,-390.5599975,On Time,Standard Class,Western Europe,Europe,Corporate,4,4,0,2,2,2,2,1,0,0,Low,True Negative,True Negative,0.0,0.0,0.0,0.0,Standard Monitoring
64454,1,0.3781008492597172,2017-07-29 20:45:00,2017-08-03 20:45:00,345.449997,95.6499958,Late,Standard Class,Western Europe,Europe,Consumer,5,4,1,5,2,2,2,0,1,0,Watch,True Positive,False Negative,345.449997,0.0,95.6499958,0.0,Review if Capacity Allows
64455,1,0.3789772025093266,2017-07-29 21:06:00,2017-08-04 21:06:00,252.58000565,65.32999992,Late,Standard Class,Western Europe,Europe,Home Office,6,4,2,2,2,2,2,0,1,0,Watch,True Positive,False Negative,252.58000565,0.0,65.32999992,0.0,Review if Capacity Allows
64456,0,0.3704360929110661,2017-07-29 21:27:00,2017-07-31 21:27:00,1323.98003386,487.2299938,Early,Standard Class,Western Europe,Europe,Consumer,2,4,-2,11,4,4,5,0,1,0,Watch,False Positive,True Negative,1323.98003386,0.0,487.2299938,0.0,Review if Capacity Allows
64457,0,0.3842596684770313,2017-07-29 21:48:00,2017-08-01 21:48:00,215.66000364,89.8900013,Early,Standard Class,Western Europe,Europe,Consumer,3,4,-1,5,2,2,2,0,1,0,Watch,False Positive,True Negative,215.66000364,0.0,89.8900013,0.0,Review if Capacity Allows
64458,0,0.3755455922624686,2017-07-29 22:09:00,2017-08-02 22:09:00,320.9600067,-71.6800003,On Time,Standard Class,Western Europe,Europe,Consumer,4,4,0,4,2,2,2,1,1,0,Watch,False Positive,True Negative,320.9600067,0.0,-71.6800003,0.0,Review if Capacity Allows
64459,1,0.3780223005872673,2017-07-29 22:30:00,2017-08-03 22:30:00,579.9200134,234.56999966,Late,Standard Class,Western Europe,Europe,Consumer,5,4,1,9,2,2,3,0,1,0,Watch,True Positive,False Negative,579.9200134,0.0,234.56999966,0.0,Review if Capacity Allows
64460,1,0.3782461656551148,2017-07-29 22:51:00,2017-08-04 22:51:00,109.1900024,34.18000031,Late,Standard Class,Western Europe,Europe,Consumer,6,4,2,1,1,1,1,0,1,0,Watch,True Positive,False Negative,109.1900024,0.0,34.18000031,0.0,Review if Capacity Allows
64461,0,0.3540148024378761,2017-07-29 23:12:00,2017-07-31 23:12:00,45.0,1.129999995,Early,Standard Class,Northern Europe,Europe,Corporate,2,4,-2,1,1,1,1,0,1,0,Watch,False Positive,True Negative,45.0,0.0,1.129999995,0.0,Review if Capacity Allows
64462,0,0.3511955859297325,2017-07-29 23:33:00,2017-08-01 23:33:00,223.5799942,-63.25000191,Early,Standard Class,Northern Europe,Europe,Corporate,3,4,-1,2,1,1,2,1,1,0,Watch,False Positive,True Negative,223.5799942,0.0,-63.25000191,0.0,Review if Capacity Allows
64464,0,0.6749441856249507,2017-07-30 00:15:00,2017-08-04 00:15:00,958.730011,-145.510002096,Canceled,Second Class,Western Europe,Europe,Home Office,5,2,3,16,5,5,5,1,1,1,High,False Positive,False Positive,958.730011,958.730011,-145.510002096,-145.510002096,Priority Review
64465,0,0.3090669652018005,2017-07-30 00:36:00,2017-07-30 12:36:00,276.4900055,-38.66999817,On Time,Same Day,Northern Europe,Europe,Corporate,0,0,0,4,2,2,2,1,1,0,Watch,False Positive,True Negative,276.4900055,0.0,-38.66999817,0.0,Review if Capacity Allows
64466,0,0.7666325826740307,2017-07-30 00:57:00,2017-08-01 00:57:00,357.97000126,136.88000107,On Time,Second Class,Western Europe,Europe,Corporate,2,2,0,3,3,3,3,0,1,1,Critical,False Positive,False Positive,357.97000126,357.97000126,136.88000107,136.88000107,Immediate Intervention
64467,0,0.2715327328965348,2017-07-30 01:18:00,2017-08-02 01:18:00,371.980011,-285.3099976,Early,Standard Class,Western Europe,Europe,Consumer,3,4,-1,1,1,1,1,1,0,0,Low,True Negative,True Negative,0.0,0.0,0.0,0.0,Standard Monitoring
64468,0,0.3787167688006959,2017-07-30 01:39:00,2017-08-03 01:39:00,241.5899963,96.83000183,On Time,Standard Class,Western Europe,Europe,Corporate,4,4,0,3,2,2,2,0,1,0,Watch,False Positive,True Negative,241.5899963,0.0,96.83000183,0.0,Review if Capacity Allows
64469,1,0.345589714560972,2017-07-30 02:00:00,2017-08-04 02:00:00,377.980011,173.8699951,Late,Standard Class,Northern Europe,Europe,Consumer,5,4,1,1,1,1,1,0,1,0,Watch,True Positive,False Negative,377.980011,0.0,173.8699951,0.0,Review if Capacity Allows
64470,1,0.2514968286653258,2017-07-30 02:21:00,2017-08-05 02:21:00,462.95001222,192.349999438,Late,Standard Class,Northern Europe,Europe,Home Office,6,4,2,3,2,2,2,0,0,0,Low,False Negative,False Negative,0.0,0.0,0.0,0.0,Standard Monitoring
64471,0,0.380437240415575,2017-07-30 02:42:00,2017-08-01 02:42:00,672.9400024199999,-51.19000431,Early,Standard Class,Western Europe,Europe,Consumer,2,4,-2,8,4,4,5,1,1,0,Watch,False Positive,True Negative,672.9400024199999,0.0,-51.19000431,0.0,Review if Capacity Allows
64472,0,0.3573381751406365,2017-07-30 03:03:00,2017-08-02 03:03:00,237.5699997,-41.48000336,Early,Standard Class,Northern Europe,Europe,Home Office,3,4,-1,3,2,2,2,1,1,0,Watch,False Positive,True Negative,237.5699997,0.0,-41.48000336,0.0,Review if Capacity Allows
64473,0,0.2528516699185387,2017-07-30 03:24:00,2017-08-03 03:24:00,485.47000886,113.200003632,Canceled,Standard Class,Northern Europe,Europe,Consumer,4,4,0,3,3,3,3,0,0,0,Low,True Negative,True Negative,0.0,0.0,0.0,0.0,Standard Monitoring
64475,1,0.3641346182381409,2017-07-30 04:06:00,2017-08-05 04:06:00,1241.2300186,466.50999826,Late,Standard Class,Western Europe,Europe,Consumer,6,4,2,12,3,3,4,0,1,0,Watch,True Positive,False Negative,1241.2300186,0.0,466.50999826,0.0,Review if Capacity Allows
64476,0,0.3741038782674104,2017-07-30 04:27:00,2017-08-01 04:27:00,769.7300034,270.21000673,Early,Standard Class,Western Europe,Europe,Corporate,2,4,-2,7,3,3,3,0,1,0,Watch,False Positive,True Negative,769.7300034,0.0,270.21000673,0.0,Review if Capacity Allows
64477,0,0.2695965373575811,2017-07-30 04:48:00,2017-08-02 04:48:00,1223.5200195,424.09000396,Early,Standard Class,Western Europe,Europe,Consumer,3,4,-1,11,4,4,5,0,0,0,Low,True Negative,True Negative,0.0,0.0,0.0,0.0,Standard Monitoring
64478,0,0.3798402497146657,2017-07-30 05:09:00,2017-08-03 05:09:00,216.79000092,27.77999973,On Time,Standard Class,Western Europe,Europe,Consumer,4,4,0,4,2,2,2,0,1,0,Watch,False Positive,True Negative,216.79000092,0.0,27.77999973,0.0,Review if Capacity Allows
64479,1,0.369864837966093,2017-07-30 05:30:00,2017-08-04 05:30:00,1345.2200165,-553.45997515,Late,Standard Class,Western Europe,Europe,Consumer,5,4,1,10,4,4,5,1,1,0,Watch,True Positive,False Negative,1345.2200165,0.0,-553.45997515,0.0,Review if Capacity Allows
64481,0,0.7699464230786226,2017-07-30 06:12:00,2017-08-01 06:12:00,83.97000122,40.29999924,On Time,Second Class,Western Europe,Europe,Consumer,2,2,0,2,1,1,1,0,1,1,Critical,False Positive,False Positive,83.97000122,83.97000122,40.29999924,40.29999924,Immediate Intervention
64484,1,0.3770880005930872,2017-07-30 07:16:00,2017-08-04 07:16:00,91.0,26.38999939,Late,Standard Class,Western Europe,Europe,Corporate,5,4,1,2,1,1,1,0,1,0,Watch,True Positive,False Negative,91.0,0.0,26.38999939,0.0,Review if Capacity Allows
64485,1,0.3738428149242186,2017-07-30 07:37:00,2017-08-05 07:37:00,173.9900055,48.72000122,Late,Standard Class,Western Europe,Europe,Consumer,6,4,2,1,1,1,1,0,1,0,Watch,True Positive,False Negative,173.9900055,0.0,48.72000122,0.0,Review if Capacity Allows
64486,0,0.2696103452093621,2017-07-30 07:58:00,2017-08-01 07:58:00,695.8200074,237.37000275,Early,Standard Class,Western Europe,Europe,Consumer,2,4,-2,10,2,2,3,0,0,0,Low,True Negative,True Negative,0.0,0.0,0.0,0.0,Standard Monitoring
64487,0,0.3794748070937704,2017-07-30 08:19:00,2017-08-02 08:19:00,950.46001436,183.780005454,Early,Standard Class,Western Europe,Europe,Corporate,3,4,-1,8,4,4,4,0,1,0,Watch,False Positive,True Negative,950.46001436,0.0,183.780005454,0.0,Review if Capacity Allows
64488,0,0.3752585728924287,2017-07-30 08:40:00,2017-08-03 08:40:00,1030.34001926,-396.889965,On Time,Standard Class,Western Europe,Europe,Corporate,4,4,0,7,5,5,5,1,1,0,Watch,False Positive,True Negative,1030.34001926,0.0,-396.889965,0.0,Review if Capacity Allows
64489,1,0.3717562877135305,2017-07-30 09:01:00,2017-08-04 09:01:00,528.6400071,173.24999614,Late,Standard Class,Western Europe,Europe,Consumer,5,4,1,6,2,2,3,0,1,0,Watch,True Positive,False Negative,528.6400071,0.0,173.24999614,0.0,Review if Capacity Allows
64490,1,0.2750624819155916,2017-07-30 09:22:00,2017-08-05 09:22:00,314.6399993,142.60000229,Late,Standard Class,Western Europe,Europe,Consumer,6,4,2,6,2,2,2,0,0,0,Low,False Negative,False Negative,0.0,0.0,0.0,0.0,Standard Monitoring
64491,0,0.3745572257892944,2017-07-30 09:43:00,2017-08-01 09:43:00,680.8999939,291.70999906,Early,Standard Class,Western Europe,Europe,Corporate,2,4,-2,12,3,3,3,0,1,0,Watch,False Positive,True Negative,680.8999939,0.0,291.70999906,0.0,Review if Capacity Allows
64492,0,0.3560130023966669,2017-07-30 10:04:00,2017-08-02 10:04:00,129.9900055,61.09999847,Early,Standard Class,Southern Europe,Europe,Home Office,3,4,-1,1,1,1,1,0,1,0,Watch,False Positive,True Negative,129.9900055,0.0,61.09999847,0.0,Review if Capacity Allows
64493,0,0.2480566476623454,2017-07-30 10:25:00,2017-08-03 10:25:00,789.47000886,177.720005042,On Time,Standard Class,Northern Europe,Europe,Corporate,4,4,0,6,3,3,3,0,0,0,Low,True Negative,True Negative,0.0,0.0,0.0,0.0,Standard Monitoring
64494,0,0.4187856407010648,2017-07-30 10:46:00,2017-07-30 22:46:00,742.7300034,295.11000061,On Time,Same Day,Northern Europe,Europe,Consumer,0,0,0,8,4,4,5,0,1,1,High,False Positive,False Positive,742.7300034,742.7300034,295.11000061,295.11000061,Priority Review
64495,1,0.3457665480128216,2017-07-30 11:07:00,2017-08-05 11:07:00,808.1999969999999,-24.13999561,Late,Standard Class,Northern Europe,Europe,Consumer,6,4,2,10,3,3,3,1,1,0,Watch,True Positive,False Negative,808.1999969999999,0.0,-24.13999561,0.0,Review if Capacity Allows
64496,0,0.3849499720041047,2017-07-30 11:28:00,2017-08-01 11:28:00,168.95999908,62.61000062,Early,Standard Class,Western Europe,Europe,Consumer,2,4,-2,3,2,2,2,0,1,0,Watch,False Positive,True Negative,168.95999908,0.0,62.61000062,0.0,Review if Capacity Allows
64497,0,0.3828292122192435,2017-07-30 11:49:00,2017-08-02 11:49:00,777.8300018499999,255.43000694,Early,Standard Class,Western Europe,Europe,Consumer,3,4,-1,8,5,5,5,0,1,0,Watch,False Positive,True Negative,777.8300018499999,0.0,255.43000694,0.0,Review if Capacity Allows
64499,1,0.3575246358541432,2017-07-30 12:31:00,2017-08-04 12:31:00,84.45999908,31.19999981,Late,Standard Class,Southern Europe,Europe,Consumer,5,4,1,2,1,1,2,0,1,0,Watch,True Positive,False Negative,84.45999908,0.0,31.19999981,0.0,Review if Capacity Allows
64500,1,0.3768605777202154,2017-07-30 12:52:00,2017-08-05 12:52:00,605.83999253,72.33999634,Late,Standard Class,Western Europe,Europe,Consumer,6,4,2,11,3,3,4,0,1,0,Watch,True Positive,False Negative,605.83999253,0.0,72.33999634,0.0,Review if Capacity Allows
64503,1,0.9275023408829208,2017-07-30 13:55:00,2017-08-01 13:55:00,701.46001818,126.65000153,Late,First Class,Western Europe,Europe,Corporate,2,1,1,10,3,3,4,0,1,1,Critical,True Positive,True Positive,701.46001818,701.46001818,126.65000153,126.65000153,Immediate Intervention
64504,1,0.9557529541815304,2017-07-30 14:16:00,2017-08-01 14:16:00,474.57000355,61.819998733000006,Late,First Class,Western Europe,Europe,Corporate,2,1,1,6,4,4,4,0,1,1,Critical,True Positive,True Positive,474.57000355,474.57000355,61.819998733000006,61.819998733000006,Immediate Intervention
64505,1,0.927801128927384,2017-07-30 14:37:00,2017-08-01 14:37:00,385.1299897,93.140000343,Late,First Class,Western Europe,Europe,Corporate,2,1,1,8,2,2,2,0,1,1,Critical,True Positive,True Positive,385.1299897,385.1299897,93.140000343,93.140000343,Immediate Intervention
64506,1,0.9533265017157704,2017-07-30 14:58:00,2017-08-01 14:58:00,816.3199844000001,215.23000141,Late,First Class,Western Europe,Europe,Consumer,2,1,1,9,3,3,3,0,1,1,Critical,True Positive,True Positive,816.3199844000001,816.3199844000001,215.23000141,215.23000141,Immediate Intervention
64507,1,0.7705357863491378,2017-07-30 15:19:00,2017-08-02 15:19:00,43.47999954,9.569999695,Late,Second Class,Western Europe,Europe,Consumer,3,2,1,1,1,1,1,0,1,1,Critical,True Positive,True Positive,43.47999954,43.47999954,9.569999695,9.569999695,Immediate Intervention
64508,0,0.6725823136578625,2017-07-30 15:40:00,2017-08-03 15:40:00,680.230011,264.82000352,Canceled,Second Class,Western Europe,Europe,Home Office,4,2,2,7,3,3,4,0,1,1,High,False Positive,False Positive,680.230011,680.230011,264.82000352,264.82000352,Priority Review
64509,1,0.346845430571535,2017-07-30 16:01:00,2017-08-04 16:01:00,199.1699982,19.92000008,Late,Standard Class,Northern Europe,Europe,Corporate,5,4,1,4,1,1,1,0,1,0,Watch,True Positive,False Negative,199.1699982,0.0,19.92000008,0.0,Review if Capacity Allows
64510,1,0.3809152111337757,2017-07-30 16:22:00,2017-08-05 16:22:00,185.9900055,50.22000122,Late,Standard Class,Western Europe,Europe,Consumer,6,4,2,1,1,1,1,0,1,0,Watch,True Positive,False Negative,185.9900055,0.0,50.22000122,0.0,Review if Capacity Allows
64511,0,0.3713091332870285,2017-07-30 16:43:00,2017-08-01 16:43:00,1218.319992,171.79000099,Early,Standard Class,Western Europe,Europe,Consumer,2,4,-2,13,4,4,5,0,1,0,Watch,False Positive,True Negative,1218.319992,0.0,171.79000099,0.0,Review if Capacity Allows
64513,0,0.3754126504584431,2017-07-30 17:25:00,2017-08-03 17:25:00,296.9899979,-477.229999542,On Time,Standard Class,Western Europe,Europe,Consumer,4,4,0,5,2,2,2,1,1,0,Watch,False Positive,True Negative,296.9899979,0.0,-477.229999542,0.0,Review if Capacity Allows
64514,1,0.352541490754642,2017-07-30 17:46:00,2017-08-04 17:46:00,163.7900009,48.30999947,Late,Standard Class,Northern Europe,Europe,Consumer,5,4,1,2,2,2,2,0,1,0,Watch,True Positive,False Negative,163.7900009,0.0,48.30999947,0.0,Review if Capacity Allows
64515,1,0.2534321303799576,2017-07-30 18:07:00,2017-08-05 18:07:00,273.9100037,71.22000122,Late,Standard Class,Northern Europe,Europe,Home Office,6,4,2,6,2,2,2,0,0,0,Low,False Negative,False Negative,0.0,0.0,0.0,0.0,Standard Monitoring
64516,0,0.3476625611058205,2017-07-30 18:28:00,2017-08-01 18:28:00,646.36999512,-30.94999885,Early,Standard Class,Northern Europe,Europe,Consumer,2,4,-2,13,3,3,5,1,1,0,Watch,False Positive,True Negative,646.36999512,0.0,-30.94999885,0.0,Review if Capacity Allows
64517,0,0.2571635200513322,2017-07-30 18:49:00,2017-08-02 18:49:00,728.54001622,-427.060010901,Canceled,Standard Class,Southern Europe,Europe,Home Office,3,4,-1,9,3,3,5,1,0,0,Low,True Negative,True Negative,0.0,0.0,0.0,0.0,Standard Monitoring
64518,1,0.7479271292675079,2017-07-30 19:10:00,2017-08-03 19:10:00,248.9799957,84.65000153,Late,Second Class,Southern Europe,Europe,Corporate,4,2,2,1,1,1,1,0,1,1,Critical,True Positive,True Positive,248.9799957,248.9799957,84.65000153,84.65000153,Immediate Intervention
64519,1,0.7460100133201608,2017-07-30 19:31:00,2017-08-04 19:31:00,1001.34001926,72.55999183,Late,Second Class,Southern Europe,Europe,Consumer,5,2,3,7,4,4,5,0,1,1,Critical,True Positive,True Positive,1001.34001926,1001.34001926,72.55999183,72.55999183,Immediate Intervention
64521,0,0.7481056309053709,2017-07-30 20:13:00,2017-08-01 20:13:00,203.9700012,57.11000061,On Time,Second Class,Southern Europe,Europe,Corporate,2,2,0,4,1,1,1,0,1,1,Critical,False Positive,False Positive,203.9700012,203.9700012,57.11000061,57.11000061,Immediate Intervention
64522,1,0.7527575424596207,2017-07-30 20:34:00,2017-08-02 20:34:00,188.9900055,90.72000122,Late,Second Class,Southern Europe,Europe,Consumer,3,2,1,1,1,1,1,0,1,1,Critical,True Positive,True Positive,188.9900055,188.9900055,90.72000122,90.72000122,Immediate Intervention
64523,1,0.7598297345712759,2017-07-30 20:55:00,2017-08-03 20:55:00,1083.1000061,285.04000667,Late,Second Class,Western Europe,Europe,Corporate,4,2,2,8,3,3,4,0,1,1,Critical,True Positive,True Positive,1083.1000061,1083.1000061,285.04000667,285.04000667,Immediate Intervention
64524,1,0.3578237023690837,2017-07-30 21:16:00,2017-08-04 21:16:00,347.980011,97.44000244,Late,Standard Class,Southern Europe,Europe,Consumer,5,4,1,1,1,1,1,0,1,0,Watch,True Positive,False Negative,347.980011,0.0,97.44000244,0.0,Review if Capacity Allows
